Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,Season,Season_Label
Reggie Evans,29.0,TOR,PF,28.0,1.0,311.0,11.4,0.498,0.0,0.87,11.7,27.7,19.9,3.7,2.3,1.0,18.7,17.2,-0.1,0.3,0.2,0.033,-3.5,-1.1,-4.6,-0.2,,,2010,2009-10
Aaron Gray,25.0,2TM,C,32.0,0.0,311.0,16.6,0.551,0.0,0.341,16.7,23.1,19.8,10.6,1.5,2.7,16.0,16.4,0.5,0.4,0.9,0.142,-1.1,-0.2,-1.3,0.1,,,2010,2009-10
Aaron Gray,25.0,CHI,C,8.0,0.0,50.0,7.0,0.374,0.0,0.333,11.3,24.1,17.8,6.5,0.0,0.0,4.0,22.5,-0.1,0.1,0.0,-0.013,-5.5,-3.2,-8.7,-0.1,,,2010,2009-10
Aaron Gray,25.0,NOH,C,24.0,0.0,261.0,18.4,0.612,0.0,0.344,17.7,22.9,20.2,11.4,1.8,3.2,19.5,15.3,0.6,0.3,0.9,0.172,-0.3,0.4,0.1,0.1,,,2010,2009-10
Dominic McGuire,24.0,2TM,SF,51.0,2.0,307.0,3.8,0.345,0.0,0.135,8.5,21.3,14.8,5.1,0.8,1.0,23.6,10.6,-0.5,0.3,-0.2,-0.038,-5.7,-0.5,-6.2,-0.3,,,2010,2009-10
Dominic McGuire,24.0,WAS,SF,41.0,0.0,240.0,4.2,0.355,0.0,0.125,8.0,21.4,14.6,4.8,0.9,1.0,19.2,9.9,-0.3,0.2,-0.1,-0.015,-5.6,-0.3,-5.9,-0.2,,,2010,2009-10
Dominic McGuire,24.0,SAC,SF,10.0,2.0,67.0,2.4,0.311,0.0,0.167,10.1,20.8,15.4,6.1,0.8,1.1,35.2,13.1,-0.2,0.0,-0.2,-0.122,-6.1,-1.3,-7.4,-0.1,,,2010,2009-10
Jermaine Taylor,23.0,HOU,SG,31.0,4.0,303.0,11.4,0.46,0.185,0.387,7.7,9.8,8.7,8.4,1.7,0.7,12.0,23.1,-0.1,0.2,0.1,0.015,-1.8,-2.1,-3.9,-0.2,,,2010,2009-10
Jonathan Bender,29.0,NYK,SF,25.0,1.0,292.0,10.8,0.529,0.39,0.26,5.7,14.7,10.1,8.4,0.3,4.3,20.1,21.6,-0.2,0.2,0.0,-0.001,-3.3,-0.8,-4.1,-0.2,,,2010,2009-10
Tim Thomas,32.0,DAL,SF,18.0,1.0,285.0,15.1,0.579,0.406,0.226,5.3,11.1,8.2,8.0,1.8,0.5,10.7,21.1,0.4,0.3,0.7,0.12,0.2,-0.5,-0.4,0.1,,,2010,2009-10
Luke Walton,29.0,LAL,SF,29.0,0.0,272.0,9.7,0.402,0.202,0.048,5.0,10.6,7.8,21.5,1.9,0.3,12.3,16.1,-0.1,0.4,0.3,0.047,-2.8,0.5,-2.3,0.0,,,2010,2009-10
Brian Cardinal,32.0,MIN,PF,29.0,0.0,267.0,6.9,0.546,0.25,0.5,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,0.3,0.1,0.4,0.071,-5.3,0.9,-4.4,-0.2,,,2010,2009-10
Kevin Ollie,37.0,OKC,PG,25.0,0.0,263.0,7.0,0.453,0.022,0.178,1.3,9.3,5.5,10.8,1.8,0.0,11.0,9.3,0.0,0.3,0.3,0.059,-4.0,1.7,-2.4,0.0,,,2010,2009-10
DeSagana Diop,28.0,CHA,C,27.0,0.0,262.0,7.8,0.485,0.0,0.31,11.2,18.5,15.0,2.9,1.0,4.4,26.7,8.0,-0.1,0.5,0.4,0.072,-3.6,1.5,-2.1,0.0,,,2010,2009-10
Jarron Collins,31.0,PHO,C,34.0,10.0,261.0,3.7,0.405,0.0,0.806,10.1,16.4,13.4,2.9,0.4,0.8,19.2,8.8,-0.1,0.1,0.1,0.01,-5.4,-1.3,-6.7,-0.3,,,2010,2009-10
Jeff Foster,33.0,IND,C,16.0,3.0,255.0,9.6,0.49,0.022,0.196,14.4,20.3,17.3,12.1,0.6,1.1,21.9,11.1,0.2,0.3,0.4,0.085,-3.4,0.2,-3.2,-0.1,,,2010,2009-10
Marcus Banks,28.0,TOR,PG,22.0,0.0,244.0,15.3,0.635,0.329,0.397,1.5,9.4,5.6,16.4,2.5,0.6,18.9,19.8,0.4,0.1,0.5,0.095,-0.4,0.1,-0.3,0.1,,,2010,2009-10
Adam Morrison,25.0,LAL,SF,31.0,0.0,241.0,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0.0,0.009,-3.6,-1.1,-4.7,-0.2,,,2010,2009-10
Hamed Haddadi,24.0,MEM,C,36.0,0.0,240.0,7.2,0.441,0.048,0.306,12.6,23.9,18.2,5.9,0.2,4.4,22.1,16.5,-0.2,0.2,0.0,-0.002,-7.0,-0.2,-7.2,-0.3,,,2010,2009-10
J.R. Giddens,24.0,2TM,SF,32.0,1.0,239.0,9.2,0.492,0.167,0.383,7.7,17.2,12.5,8.2,1.9,0.6,19.5,16.7,-0.1,0.3,0.1,0.021,-4.5,-0.3,-4.7,-0.2,,,2010,2009-10
J.R. Giddens,24.0,BOS,SF,21.0,1.0,99.0,7.3,0.457,0.095,0.571,5.1,19.3,12.4,8.9,2.1,0.8,21.0,15.8,-0.1,0.2,0.0,0.015,-5.4,0.9,-4.5,-0.1,,,2010,2009-10
J.R. Giddens,24.0,NYK,SF,11.0,0.0,140.0,10.5,0.513,0.205,0.282,9.6,15.7,12.6,7.7,1.8,0.5,18.6,17.4,0.0,0.1,0.1,0.026,-3.8,-1.1,-4.9,-0.1,,,2010,2009-10
Leon Powe,26.0,CLE,SF,20.0,2.0,236.0,10.2,0.515,0.0,1.286,10.1,20.2,15.4,0.0,1.3,0.7,12.5,17.3,0.1,0.3,0.5,0.097,-4.6,-1.1,-5.8,-0.2,,,2010,2009-10
Acie Law,25.0,3TM,PG,26.0,1.0,234.0,16.0,0.585,0.213,0.653,1.4,6.6,4.1,17.5,2.3,0.4,15.0,21.7,0.3,0.2,0.6,0.115,-0.6,-0.4,-1.0,0.1,,,2010,2009-10
Acie Law,25.0,GSW,PG,5.0,0.0,66.0,21.3,0.752,0.214,1.071,0.0,3.4,1.7,15.0,4.3,0.0,8.8,14.7,0.3,0.0,0.3,0.236,1.4,1.4,2.7,0.1,,,2010,2009-10
Acie Law,25.0,CHA,PG,9.0,0.0,33.0,7.5,0.419,0.063,0.438,0.0,3.6,1.8,16.0,1.6,2.5,13.6,31.1,-0.1,0.0,0.0,-0.066,-7.2,-1.3,-8.5,-0.1,,,2010,2009-10
Acie Law,25.0,CHI,PG,12.0,1.0,135.0,15.4,0.58,0.267,0.6,2.5,8.9,5.8,19.2,1.5,0.0,17.4,22.9,0.2,0.1,0.3,0.101,0.0,-1.0,-1.0,0.0,,,2010,2009-10
Earl Barron,28.0,NYK,C,7.0,6.0,232.0,14.7,0.508,0.0,0.426,14.9,22.9,18.9,5.2,0.9,1.3,12.0,17.9,0.3,0.2,0.4,0.091,-1.5,-2.9,-4.5,-0.1,,,2010,2009-10
Kelenna Azubuike,26.0,GSW,SF,9.0,7.0,231.0,19.8,0.623,0.307,0.318,5.7,14.2,9.9,6.8,1.0,2.8,6.5,19.9,0.6,0.1,0.7,0.148,3.3,-1.1,2.1,0.2,,,2010,2009-10
Sean Williams,23.0,NJN,PF,20.0,0.0,227.0,7.0,0.453,0.02,0.388,10.2,13.3,11.7,0.7,1.9,6.2,25.9,15.6,-0.4,0.3,-0.2,-0.036,-7.8,0.6,-7.2,-0.3,,,2010,2009-10
Chris Richard,25.0,CHI,PF,18.0,0.0,224.0,6.5,0.547,0.0,0.379,9.6,19.6,14.7,4.4,1.8,1.4,29.3,9.6,0.0,0.4,0.3,0.067,-6.8,1.0,-5.8,-0.2,,,2010,2009-10
Chris Quinn,26.0,NJN,PG,25.0,0.0,223.0,9.3,0.477,0.571,0.107,0.5,8.1,4.1,20.9,2.1,0.3,14.6,14.1,0.0,0.1,0.1,0.025,-2.6,0.1,-2.5,0.0,,,2010,2009-10
Sundiata Gaines,23.0,UTA,PG,32.0,0.0,217.0,17.3,0.518,0.317,0.561,3.4,12.2,7.9,28.0,2.8,0.0,12.0,24.0,0.3,0.3,0.5,0.121,0.6,0.5,1.1,0.2,,,2010,2009-10
Alonzo Gee,22.0,WAS,SG,11.0,2.0,182.0,16.2,0.564,0.153,0.492,9.3,11.6,10.4,6.4,2.0,0.4,12.2,20.4,0.3,0.1,0.4,0.108,1.7,-0.1,1.6,0.2,,,2010,2009-10
Raja Bell,33.0,2TM,SG,6.0,5.0,180.0,13.8,0.57,0.443,0.049,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,0.3,0.2,0.5,0.131,1.5,1.8,3.3,0.2,,,2010,2009-10
Raja Bell,33.0,CHA,SG,5.0,5.0,157.0,12.8,0.533,0.436,0.055,3.9,12.1,8.1,11.3,1.4,1.0,8.2,18.2,0.2,0.2,0.4,0.113,0.5,2.0,2.5,0.2,,,2010,2009-10
Raja Bell,33.0,GSW,SG,1.0,0.0,23.0,20.6,0.917,0.5,0.0,0.0,9.8,4.8,19.5,0.0,0.0,0.0,11.2,0.1,0.0,0.1,0.256,8.0,0.7,8.7,0.1,,,2010,2009-10
Kosta Koufos,20.0,UTA,C,36.0,0.0,172.0,7.7,0.494,0.0,0.319,11.3,19.4,15.5,5.1,0.6,1.9,21.9,17.9,-0.2,0.2,0.0,0.014,-5.3,-1.2,-6.5,-0.2,,,2010,2009-10
Ian Mahinmi,23.0,SAS,C,26.0,0.0,165.0,21.6,0.667,0.0,0.855,9.4,27.2,18.5,2.1,1.0,3.5,16.5,25.2,0.4,0.3,0.7,0.206,-1.5,0.7,-0.8,0.1,,,2010,2009-10
Steven Hunter,28.0,MEM,C,21.0,0.0,158.0,11.6,0.45,0.0,0.837,13.3,17.8,15.5,0.0,0.3,4.8,13.3,18.8,-0.1,0.1,0.1,0.018,-2.5,-2.3,-4.8,-0.1,,,2010,2009-10
Kyle Weaver,23.0,OKC,SG,12.0,0.0,144.0,10.7,0.505,0.576,0.182,0.8,13.2,7.2,11.1,2.1,3.1,10.1,12.4,0.1,0.2,0.3,0.106,-1.4,2.2,0.8,0.1,,,2010,2009-10
Mario West,25.0,ATL,SG,39.0,1.0,142.0,9.9,0.591,0.048,0.476,6.5,15.8,11.1,8.8,3.0,0.0,21.6,10.5,0.1,0.2,0.3,0.106,-4.5,2.4,-2.1,0.0,,,2010,2009-10
Tony Battie,33.0,NJN,C,15.0,0.0,134.0,6.1,0.405,0.1,0.25,3.3,17.1,9.9,3.7,1.6,1.1,6.3,16.2,-0.1,0.1,0.0,-0.014,-6.2,-1.8,-8.0,-0.2,,,2010,2009-10
Lester Hudson,25.0,2TM,PG,25.0,0.0,131.0,13.2,0.494,0.302,0.245,6.4,9.9,8.2,15.7,3.2,1.8,19.3,25.0,-0.1,0.2,0.1,0.029,-2.4,0.5,-2.0,0.0,,,2010,2009-10
Lester Hudson,25.0,BOS,PG,16.0,0.0,70.0,8.7,0.533,0.278,0.333,5.4,8.5,7.0,17.1,2.2,2.3,30.4,19.9,-0.1,0.1,0.0,0.003,-3.7,0.4,-3.3,0.0,,,2010,2009-10
Lester Hudson,25.0,MEM,PG,9.0,0.0,61.0,18.3,0.473,0.314,0.2,7.6,11.5,9.6,14.1,4.2,1.2,11.6,30.9,0.0,0.1,0.1,0.06,-1.0,0.6,-0.4,0.0,,,2010,2009-10
Randolph Morris,24.0,ATL,PF,28.0,0.0,124.0,14.6,0.586,0.0,0.659,9.3,26.6,17.9,2.6,2.1,1.8,18.5,24.1,0.1,0.2,0.3,0.108,-5.9,-0.1,-6.0,-0.1,,,2010,2009-10
Brian Skinner,33.0,LAC,PF,16.0,1.0,123.0,5.5,0.456,0.0,0.32,8.4,17.1,12.7,0.0,1.3,2.4,19.7,13.1,-0.1,0.1,0.0,-0.006,-6.5,-0.6,-7.2,-0.2,,,2010,2009-10
Darnell Jackson,24.0,2TM,PF,28.0,0.0,123.0,-0.1,0.352,0.133,0.2,9.0,12.0,10.6,4.6,0.9,2.5,28.5,17.2,-0.4,0.2,-0.3,-0.104,-9.9,-1.9,-11.8,-0.3,,,2010,2009-10
Darnell Jackson,24.0,CLE,PF,27.0,0.0,114.0,0.4,0.38,0.12,0.24,8.8,11.9,10.4,4.9,0.9,2.7,32.0,16.6,-0.4,0.1,-0.2,-0.094,-9.3,-1.2,-10.5,-0.2,,,2010,2009-10
Darnell Jackson,24.0,MIL,PF,1.0,0.0,9.0,-6.3,0.2,0.2,0.0,12.0,13.3,12.6,0.0,0.0,0.0,0.0,25.2,-0.1,0.0,0.0,-0.227,-17.6,-10.3,-27.9,-0.1,,,2010,2009-10
Lindsey Hunter,39.0,CHI,PG,13.0,0.0,122.0,-2.2,0.21,0.433,0.067,0.9,11.7,6.4,10.1,0.4,0.0,11.5,12.8,-0.4,0.1,-0.3,-0.117,-9.7,-2.4,-12.0,-0.3,,,2010,2009-10
Matt Carroll,29.0,DAL,SG,25.0,0.0,121.0,7.1,0.437,0.38,0.12,3.8,7.5,5.7,7.7,2.1,0.0,11.7,22.7,-0.2,0.1,-0.1,-0.029,-6.1,-1.5,-7.6,-0.2,,,2010,2009-10
Pops Mensah-Bonsu,26.0,2TM,PF,20.0,0.0,120.0,11.4,0.448,0.0,0.727,16.1,18.3,17.2,3.6,1.7,5.7,18.7,20.3,-0.1,0.1,0.0,0.006,-4.2,-0.9,-5.1,-0.1,,,2010,2009-10
Pops Mensah-Bonsu,26.0,HOU,PF,4.0,0.0,13.0,15.2,0.377,0.0,1.5,8.5,27.5,17.6,11.0,3.9,5.6,0.0,22.6,0.0,0.0,0.0,0.108,-3.4,4.2,0.9,0.0,,,2010,2009-10
Pops Mensah-Bonsu,26.0,TOR,PF,16.0,0.0,107.0,11.0,0.46,0.0,0.621,17.0,17.2,17.1,2.7,1.4,5.7,21.3,20.0,-0.1,0.1,0.0,-0.006,-4.3,-1.5,-5.8,-0.1,,,2010,2009-10
Jason Collins,31.0,ATL,C,24.0,0.0,115.0,0.9,0.335,0.043,0.087,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,-0.2,0.1,-0.1,-0.044,-8.3,-0.5,-8.8,-0.2,,,2010,2009-10
Danny Green,22.0,CLE,SG,20.0,0.0,115.0,12.3,0.48,0.564,0.154,8.7,8.9,8.8,6.7,2.7,2.0,10.7,18.9,0.0,0.2,0.2,0.083,-0.9,0.7,-0.2,0.1,,,2010,2009-10
Coby Karl,26.0,2TM,SG,7.0,1.0,113.0,5.1,0.404,0.344,0.188,3.9,14.0,8.9,17.9,1.3,0.6,22.4,17.0,-0.2,0.0,-0.2,-0.076,-5.0,-0.7,-5.7,-0.1,,,2010,2009-10
Coby Karl,26.0,CLE,SG,3.0,0.0,5.0,-38.1,,,,0.0,45.4,23.8,0.0,0.0,0.0,100.0,37.3,-0.1,0.0,-0.1,-1.112,-31.0,-9.4,-40.3,-0.1,,,2010,2009-10
Coby Karl,26.0,GSW,SF,4.0,1.0,108.0,7.1,0.404,0.344,0.188,4.1,12.5,8.2,18.7,1.3,0.7,14.8,16.1,-0.1,0.0,-0.1,-0.028,-3.8,-0.3,-4.1,-0.1,,,2010,2009-10
Marcus Landry,24.0,2TM,SF,18.0,0.0,111.0,7.2,0.487,0.651,0.116,5.0,14.6,9.7,0.0,0.5,1.3,11.7,20.9,-0.1,0.0,-0.1,-0.034,-4.0,-3.5,-7.5,-0.1,,,2010,2009-10
Marcus Landry,24.0,NYK,SF,17.0,0.0,108.0,8.1,0.509,0.634,0.122,5.2,15.0,10.0,0.0,0.5,1.4,12.2,20.6,-0.1,0.0,0.0,-0.015,-3.5,-3.2,-6.7,-0.1,,,2010,2009-10
Marcus Landry,24.0,BOS,SF,1.0,0.0,3.0,-26.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,0.0,0.0,-0.738,-21.4,-13.3,-34.7,0.0,,,2010,2009-10
Joey Dorsey,26.0,2TM,PF,15.0,0.0,106.0,9.8,0.455,0.0,0.6,16.8,29.9,23.2,2.8,1.4,1.4,19.2,13.1,0.0,0.1,0.1,0.062,-5.1,-0.1,-5.2,-0.1,,,2010,2009-10
Joey Dorsey,26.0,HOU,PF,7.0,0.0,54.0,11.5,0.463,0.0,0.182,22.5,30.8,26.5,5.4,1.9,1.3,25.2,13.0,0.0,0.1,0.1,0.088,-4.6,0.4,-4.1,0.0,,,2010,2009-10
Joey Dorsey,26.0,SAC,PF,8.0,0.0,52.0,7.9,0.448,0.0,1.111,10.9,29.0,19.8,0.0,1.0,1.4,13.0,13.1,0.0,0.1,0.0,0.035,-5.7,-0.7,-6.4,-0.1,,,2010,2009-10
D.J. White,23.0,OKC,PF,12.0,0.0,102.0,25.9,0.65,0.0,0.244,11.6,14.2,12.9,7.4,2.5,2.2,6.2,21.3,0.4,0.2,0.6,0.276,4.4,2.0,6.4,0.2,,,2010,2009-10
Roko Ukić,25.0,MIL,PG,13.0,0.0,97.0,12.2,0.574,0.4,0.367,0.0,3.7,1.8,20.0,0.5,0.0,14.7,19.1,0.1,0.1,0.2,0.101,-1.1,-0.7,-1.8,0.0,,,2010,2009-10
Mike Harris,26.0,2TM,PF,13.0,0.0,96.0,7.2,0.416,0.033,0.367,11.5,17.3,14.3,4.8,2.7,0.8,20.5,20.2,-0.2,0.1,-0.1,-0.037,-6.5,-1.3,-7.9,-0.1,,,2010,2009-10
Mike Harris,26.0,HOU,PF,8.0,0.0,82.0,6.4,0.404,0.037,0.333,12.1,16.0,14.0,5.6,2.5,0.9,22.5,21.6,-0.2,0.1,-0.1,-0.073,-6.8,-2.0,-8.8,-0.1,,,2010,2009-10
Mike Harris,26.0,WAS,PF,5.0,0.0,14.0,11.9,0.515,0.0,0.667,8.1,25.0,16.4,0.0,3.7,0.0,0.0,12.6,0.0,0.0,0.1,0.179,-4.7,2.3,-2.4,0.0,,,2010,2009-10
Alando Tucker,25.0,2TM,SF,15.0,0.0,96.0,13.4,0.529,0.179,0.538,7.4,4.6,5.9,6.4,0.0,0.0,9.4,24.4,0.1,0.0,0.1,0.061,-0.1,-3.9,-4.0,0.0,,,2010,2009-10
Alando Tucker,25.0,PHO,SF,11.0,0.0,71.0,15.7,0.548,0.233,0.7,8.4,3.0,5.6,6.4,0.0,0.0,9.3,26.9,0.2,0.0,0.1,0.099,1.3,-3.4,-2.1,0.0,,,2010,2009-10
Alando Tucker,25.0,MIN,SF,4.0,0.0,25.0,6.9,0.444,0.0,0.0,4.4,9.1,6.7,6.4,0.0,0.0,10.0,17.4,0.0,0.0,0.0,-0.047,-4.1,-5.4,-9.5,0.0,,,2010,2009-10
Primož Brezec,30.0,2TM,C,21.0,0.0,95.0,4.9,0.332,0.0,0.231,14.2,16.3,15.2,1.6,0.6,2.5,6.5,14.6,-0.1,0.1,0.0,-0.007,-7.4,-2.6,-10.0,-0.2,,,2010,2009-10
Primož Brezec,30.0,PHI,C,7.0,0.0,36.0,0.4,0.18,0.0,0.154,19.4,20.0,19.6,0.0,1.5,2.2,0.0,17.6,-0.1,0.0,-0.1,-0.113,-10.7,-5.9,-16.6,-0.1,,,2010,2009-10
Primož Brezec,30.0,MIL,C,14.0,0.0,59.0,7.6,0.474,0.0,0.308,11.0,14.2,12.5,2.6,0.0,2.7,11.9,12.9,0.0,0.1,0.1,0.057,-5.4,-0.6,-6.0,-0.1,,,2010,2009-10
Renaldo Balkman,25.0,DEN,SF,13.0,1.0,91.0,6.6,0.339,0.389,0.333,5.1,23.9,14.6,10.6,4.5,1.7,22.5,13.0,-0.2,0.2,0.0,-0.001,-5.8,3.3,-2.4,0.0,,,2010,2009-10
Sean Marks,34.0,NOH,C,14.0,0.0,75.0,9.0,0.49,0.0,0.625,21.5,14.3,18.0,3.6,0.0,3.0,16.4,7.4,0.1,0.0,0.2,0.104,-3.9,-1.3,-5.2,-0.1,,,2010,2009-10
Cedric Jackson,23.0,3TM,PG,12.0,0.0,74.0,5.5,0.396,0.3,0.6,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4,-0.3,0.1,-0.2,-0.111,-6.2,-0.6,-6.8,-0.1,,,2010,2009-10
Cedric Jackson,23.0,CLE,PG,5.0,0.0,10.0,-6.6,0.133,0.5,2.0,0.0,11.3,6.0,25.5,0.0,0.0,21.0,22.2,-0.1,0.0,-0.1,-0.336,-10.4,-4.5,-14.9,0.0,,,2010,2009-10
Cedric Jackson,23.0,SAS,PG,3.0,0.0,25.0,19.2,0.4,0.286,0.571,4.8,13.8,9.4,33.5,6.3,5.8,18.6,19.7,0.0,0.1,0.1,0.124,-0.8,7.4,6.6,0.1,,,2010,2009-10
Cedric Jackson,23.0,WAS,PG,4.0,0.0,39.0,-0.2,0.47,0.273,0.364,2.9,6.0,4.4,23.5,0.0,0.0,38.5,24.1,-0.2,0.0,-0.2,-0.204,-8.5,-4.8,-13.3,-0.1,,,2010,2009-10
Othyus Jeffers,24.0,UTA,SG,14.0,0.0,73.0,13.6,0.495,0.0,0.655,13.3,17.4,15.4,2.1,2.8,0.0,13.8,26.7,0.0,0.1,0.1,0.067,-3.7,-1.0,-4.6,0.0,,,2010,2009-10
Desmond Mason,32.0,SAC,SF,5.0,4.0,66.0,6.2,0.472,0.0,0.333,6.9,15.8,11.3,4.2,0.8,1.1,22.5,11.9,0.0,0.0,0.0,-0.007,-4.4,-1.4,-5.7,-0.1,,,2010,2009-10
Francisco Elson,33.0,2TM,C,12.0,0.0,66.0,5.5,0.349,0.0,0.333,10.0,14.5,12.1,4.3,0.8,0.0,5.5,12.5,0.0,0.1,0.0,0.022,-4.7,-1.5,-6.2,-0.1,,,2010,2009-10
Francisco Elson,33.0,MIL,C,11.0,0.0,62.0,5.4,0.36,0.0,0.154,8.7,15.4,11.9,4.6,0.8,0.0,6.7,10.9,0.0,0.1,0.1,0.044,-4.9,-0.9,-5.7,-0.1,,,2010,2009-10
Francisco Elson,33.0,PHI,C,1.0,0.0,4.0,6.3,0.301,0.0,1.5,29.0,0.0,14.7,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,-0.326,-2.6,-11.5,-14.0,0.0,,,2010,2009-10
Eddy Curry,27.0,NYK,C,7.0,0.0,62.0,-1.9,0.456,0.0,0.81,7.2,16.8,11.9,0.0,0.0,1.2,31.3,30.2,-0.4,0.0,-0.3,-0.258,-14.4,-4.1,-18.5,-0.3,,,2010,2009-10
Mike Wilks,30.0,OKC,PG,4.0,0.0,59.0,5.9,0.581,0.25,0.333,2.0,5.7,3.9,10.1,0.0,0.0,22.5,13.5,0.0,0.0,0.0,0.023,-3.4,-2.8,-6.2,-0.1,,,2010,2009-10
Kareem Rush,29.0,LAC,SG,7.0,0.0,58.0,4.8,0.409,0.273,0.0,2.0,10.0,6.0,10.0,1.8,3.8,21.4,10.9,-0.1,0.1,0.0,-0.019,-5.3,1.8,-3.5,0.0,,,2010,2009-10
Byron Mullens,20.0,OKC,PF,13.0,0.0,54.0,0.7,0.368,0.0,0.0,6.6,14.5,10.6,2.9,1.9,0.0,17.4,19.1,-0.2,0.1,-0.1,-0.077,-11.3,-0.5,-11.8,-0.1,,,2010,2009-10
Shavlik Randolph,26.0,2TM,PF,6.0,0.0,53.0,6.2,0.371,0.0,0.111,15.6,15.6,15.6,3.2,1.0,1.5,13.7,19.5,-0.1,0.1,0.0,-0.013,-6.6,-2.2,-8.8,-0.1,,,2010,2009-10
Shavlik Randolph,26.0,MIA,PF,3.0,0.0,47.0,4.9,0.333,0.0,0.0,17.6,14.9,16.3,0.0,1.1,1.7,11.8,17.0,-0.1,0.1,0.0,-0.015,-7.1,-2.2,-9.3,-0.1,,,2010,2009-10
Shavlik Randolph,26.0,POR,PF,3.0,0.0,6.0,16.5,0.515,0.0,0.667,0.0,20.8,10.3,28.6,0.0,0.0,20.5,38.6,0.0,0.0,0.0,0.005,-2.9,-2.1,-5.1,0.0,,,2010,2009-10
Patrick O'Bryant,23.0,TOR,C,11.0,0.0,51.0,9.9,0.539,0.067,0.4,4.8,20.3,12.7,3.0,2.0,6.0,22.1,20.3,-0.1,0.1,0.0,-0.009,-7.2,0.5,-6.6,-0.1,,,2010,2009-10
Travis Diener,27.0,2TM,PG,9.0,0.0,51.0,7.6,0.255,0.7,0.4,0.0,6.8,3.4,21.8,4.0,0.0,0.0,10.5,0.0,0.1,0.0,0.019,-4.6,2.1,-2.5,0.0,,,2010,2009-10
Travis Diener,27.0,IND,PG,4.0,0.0,25.0,7.9,0.218,0.833,0.333,0.0,8.8,4.4,22.0,5.9,0.0,0.0,12.1,0.0,0.0,0.0,-0.005,-5.4,4.1,-1.3,0.0,,,2010,2009-10
Travis Diener,27.0,POR,PG,5.0,0.0,26.0,7.3,0.307,0.5,0.5,0.0,4.8,2.4,21.7,2.1,0.0,0.0,8.9,0.0,0.0,0.0,0.043,-3.8,0.2,-3.7,0.0,,,2010,2009-10
Mike James,34.0,WAS,PG,4.0,0.0,46.0,5.5,0.383,0.3,0.4,2.5,5.1,3.8,17.3,3.4,0.0,17.5,28.1,-0.2,0.0,-0.1,-0.14,-4.2,-0.6,-4.8,0.0,,,2010,2009-10
Brian Cook,29.0,HOU,PF,15.0,0.0,44.0,2.4,0.403,0.391,0.304,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,-0.2,0.0,-0.2,-0.191,-8.9,-2.4,-11.3,-0.1,,,2010,2009-10
Marcus Haislip,29.0,SAS,SF,10.0,0.0,44.0,15.4,0.539,0.238,0.238,10.9,15.7,13.3,0.0,0.0,3.3,11.5,27.3,0.0,0.1,0.1,0.065,-0.3,-1.9,-2.2,0.0,,,2010,2009-10
Yakhouba Diawara,27.0,MIA,SG,6.0,2.0,44.0,-3.7,0.25,0.6,0.0,2.7,8.0,5.3,9.7,1.2,0.0,23.1,13.9,-0.2,0.0,-0.1,-0.124,-10.5,-0.9,-11.4,-0.1,,,2010,2009-10
Patty Mills,21.0,POR,PG,10.0,0.0,38.0,11.9,0.48,0.167,0.292,3.2,3.3,3.3,27.1,0.0,0.0,12.9,38.9,0.0,0.0,0.0,-0.036,-4.6,-5.6,-10.2,-0.1,,,2010,2009-10
Will Conroy,27.0,HOU,PG,5.0,0.0,36.0,-2.4,0.276,0.3,0.2,0.0,9.9,4.8,28.0,0.0,0.0,26.9,18.3,-0.2,0.0,-0.1,-0.192,-10.7,-2.8,-13.5,-0.1,,,2010,2009-10
Othello Hunter,23.0,ATL,SF,7.0,0.0,33.0,7.9,0.4,0.0,0.333,21.0,21.4,21.2,0.0,0.0,2.3,17.9,23.4,-0.1,0.0,0.0,-0.031,-7.0,-4.9,-11.9,-0.1,,,2010,2009-10
Taylor Griffin,23.0,PHO,SF,8.0,0.0,32.0,5.2,0.425,0.2,0.4,0.0,6.7,3.5,4.3,0.0,4.4,7.8,17.6,0.0,0.0,0.0,-0.039,-6.2,-1.9,-8.1,-0.1,,,2010,2009-10
Alexis Ajinça,21.0,CHA,C,6.0,0.0,30.0,6.3,0.479,0.0,0.1,4.1,11.8,8.0,0.0,1.8,2.7,16.1,19.3,-0.1,0.0,0.0,-0.013,-6.3,1.0,-5.3,0.0,,,2010,2009-10
Joe Alexander,23.0,CHI,SF,8.0,0.0,29.0,2.8,0.273,0.167,0.5,7.8,11.3,9.6,9.3,1.8,2.6,0.0,11.3,0.0,0.0,0.0,0.03,-9.1,0.9,-8.3,0.0,,,2010,2009-10
